index,entity,disambig_term,text,wikipedia_link
"184","start","Start","Vinyl composition tile (VCT) in Cottage tan complements most decorsThrough-color construction for a long floor lifeFast Start factory finish makes initial maintenance quick and easy with no removal needed and little need to strip tilesFinish is compatible with commercial floor polishes, such as Armstrong S-480Requires polishing for protection, ease of maintenance and an attractive overall appearanceSweep floor to remove loose dust, remove any adhesive residue using mineral spirits, damp mop with diluted, neutral detergent and apply 2 coats of high-quality, commercial floor polish for a beautiful polishLow VOC emissions for good indoor air","https://en.wikipedia.org/wiki/Takeoff"
"185","plex","PLEX","<p>I would like to implement or find a library implementing a feature similar to that in Plex where it matches video files for a show to actual episodes for that show.","https://en.wikipedia.org/wiki/Plex_(software)"
"186","stevens","Stevens","Witness says Libyans tried to rescue U.S. ambassador Stevens after he was found in alive in consulate office","https://en.wikipedia.org/wiki/Stevens_(surname)"
"187","seven years","Seven Years","Lopez and Anthony, who share 8-year-old twins Emme Maribel and Maximillian David, filed for divorce in 2012 after seven years of marriage.",""
"188","selma","Selma","The famous Two Minute Warning photo shows a group of protesters including Hosea Williams and John Lewis confronting state troopers moments before violence broke out on the Edmund Pettus bridge in Selma, Alabama, in the 1965 Bloody Sunday conflict.","https://en.wikipedia.org/wiki/Selma,_Alabama"
"189","multiple","Multiple","MULTIPLE and just add <em>","https://en.wikipedia.org/wiki/Multiple_(mathematics)"
"190","emily","Emily","What is Zooey Deschanel's relationship like with her sister Emily?","https://en.wikipedia.org/wiki/Emily_Deschanel"
"191","converse","Converse","What is the sizing chart for Converse shoes?","https://en.wikipedia.org/wiki/Converse_(shoe_company)"
"192","dongfeng","Dongfeng","And total SUV represents 37 percent of the market, so its why, Dongfeng and Renault decided to go together starting with SUV.","https://en.wikipedia.org/wiki/Dongfeng_Motor_Corporation"
"193","desktop","Desktop","But from Desktop (Jar) does not work.","https://en.wikipedia.org/wiki/Desktop_computer"
"194","cu","CU","Out of fifteen trace elements tested, Fe, Zn, Mn, Cu, Mo and B were found to be essential for growth and sporulation of all these species of Fusarium.","https://en.wikipedia.org/wiki/Copper"
"195","dothan","Dothan","How do I can find Best Tax Professionals in Dothan Al for Tax Preparation Services?","https://en.wikipedia.org/wiki/Dothan,_Alabama"
"196","doh","Doh","While it is perfectly legal and valid for health centers to provide implants to women who request them as long as the contraceptives are not provided by the DOH, the reality on the ground shows that the implementation of the law remains spotty and irregular.","https://en.wikipedia.org/wiki/Health_department"
"197","buy","Buy","After Steve goes home, he has Jim buy Lily a bracelet, but she refuses to accept it.","https://en.wikipedia.org/wiki/Trade"
"198","unlimited","Unlimited","Rabbits should have 100% 24/7 unlimited access to fresh hay.","https://en.wikipedia.org/wiki/Infinity"
"199","sling","Sling","Viacom's channels are being dropped from Sling in the midst of upheaval at the company.","https://en.wikipedia.org/wiki/Sling_TV"
"200","slot","Slot","They even have a 100.00 slot play that they advertise all over the place.","https://en.wikipedia.org/wiki/Slot_machine"
"201","zoe","Zoe","Among these EVs Nissan Leaf, Renault ZOE, Chevy Bolt and Tesla's Model 3, which would you pick and why?","https://en.wikipedia.org/wiki/Renault_Zoe"
"202","rex","Rex","In Jurassic world initially, Claire tells Masrani that the indominus Rex had killed its own sibling.","https://en.wikipedia.org/wiki/Tyrannosaurus"
"203","roberts","Roberts","Roberts sold her oceanfront home in Hawaii for $16.2 million.","https://en.wikipedia.org/wiki/Roberts_(given_name)"
"204","ec","EC","B0 C3 EC E5 BE F7 52 C2 DF 00",""
"205","martin","Martin","Thanks a ton Martin and o.k.w.","https://en.wikipedia.org/wiki/Martin_(name)"
"206","little caesar","Little Caesar","What makes Little Caesar's pizza so good?","https://en.wikipedia.org/wiki/Little_Caesars"
"207","renton","Renton","What brands of clothing did Renton wear in the movie Trainspotting?","https://en.wikipedia.org/wiki/Trainspotting_(novel)"
"208","ck","CK","High levels of CPK and CK-MB observed in one patient were found to be products of a thymus carcinoma.","https://en.wikipedia.org/wiki/Creatine_kinase"
"209","livermore","Livermore","What is a suitable solar panel installation provider in Livermore, California CA?","https://en.wikipedia.org/wiki/Livermore,_California"
"210","gut","Gut","Rubab has a convex wooden case (round or oval), the leather deck, 4-6 gut, silk or metal strings, usually tuned in fourths, and the resonating strings.","https://en.wikipedia.org/wiki/Catgut"
"211","mdi","MDI","Which B-school should I choose amongst IIM-Kozhikode and MDI Gurgaon?","https://en.wikipedia.org/wiki/Management_Development_Institute"
"212","northern","Northern","thick Northern hardwood for long-lasting durabilityFinger slots in sides for easy transportWooden feet with non-slip rubber pads secure the block in placeMade in USA","https://en.wikipedia.org/wiki/Northern_(country_subdivision)"
"213","lbp","LBP","What if I train about 200 LBP cascades of objects and will try to do real time object detection on camera using OpenCV.","https://en.wikipedia.org/wiki/Local_binary_patterns"
"214","fc","FC","What are some cool facts about FC Barcelona?","https://en.wikipedia.org/wiki/Football_team"
"215","european","European","Creating a European superstate limiting the powers of individual members following Britains referendum decision to leave the EU","https://en.wikipedia.org/wiki/European_Union"
"216","windsor","Windsor","When is surge pricing on Uber generally in effect in Windsor, ON and how high does it go?","https://en.wikipedia.org/wiki/Windsor,_Ontario"
"217","nx","NX","What's the difference between UG and NX?","https://en.wikipedia.org/wiki/Siemens_NX"
"218","maker","Maker","coffee (1-cup maker) is so nice, nice bathrooms, great workspace, and my awesome view!Everything at this hotel was perfect for me.",""
"219","maxima","Maxima","How much is an alternator for a 1995 Nissan Maxima?","https://en.wikipedia.org/wiki/Nissan_Maxima"
"220","ray","Ray","Telecine enables a motion picture, captured originally on film stock, to be viewed with standard video equipment, such as television sets, video cassette recorders (VCR), DVD, Blu-ray Disc or computers.","https://en.wikipedia.org/wiki/Blu-ray"
"221","maddox","Maddox","The 52-year-old actor responded to hi now-estranged wife Angelina Jolie's divorce petition late Friday afternoon, requesting both joint legal and physical custody of the former couple's six children -- 15-year-old Maddox, 12-year-old Pax, 11-year-old Zahara, 10-year-old Shiloh, and","https://en.wikipedia.org/wiki/Maddox_(given_name)"
"222","henley","Henley","Which business school would you choose: Leeds or Henley (MBA)?","https://en.wikipedia.org/wiki/Henley_Business_School"
"223","rl","RL","Three neurons were studied, and at least four types of terminals (RL, F1, F2 and RS) were found synapsing on them.",""
"224","az","AZ","What strikes first time visitors as special or unusual when they arrive in Scottsdale, AZ?","https://en.wikipedia.org/wiki/Arizona"
"225","nightly","Nightly","This can be increased by 10 to 25 mg every 3 to 7 days as tolerated up to a usual maximum of 150 mg nightly.","https://en.wikipedia.org/wiki/Night"
"226","sbs","SBS","The ABC, SBS and Australia Post could lose special regulatory treatment under trade measures being pushed for by the US","https://en.wikipedia.org/wiki/SBS_Bank"
"227","bac","BAC","The interrelationship between the intestine microflora of lackey moth (Malacosoma neustria L.), brown-tail moth (Nygmia phaeorrhoea L.) and entomopathogenic bacteria Bacillus thuringiensis (Berl.), Bac.","https://en.wikipedia.org/wiki/Bacteria"
"228","akan","Akan","What are citations of evidence of Akan and Yoruba influence in pre-revolutionary Haiti?","https://en.wikipedia.org/wiki/Akan_people"
"229","gf","GF","This study was undertaken to compare the ability of L- and D-isomers of amino acids bathing the oxyntic gland area to stimulate acid secretion in conscious dogs with Heidenhain pouch (HP), gastric fistula (GF) and pancreatic fistula (PF).",""
"230","bse","BSE","Suggest any best free technical analysis app for intraday stock market trader NSE or BSE?","https://en.wikipedia.org/wiki/Bombay_Stock_Exchange"
"231","bombardier","Bombardier","SpiceJet operates 342 daily flights connecting 45 destinations, of which 39 are domestic deploying 31 Boeing 737NG aircraft and 17 Bombardier Q-400s.","https://en.wikipedia.org/wiki/Bombardier_(aircrew)"
"232","norse","Norse","Archaeologists have unearthed a stone hearth that was used for iron-working, 100's of miles away from the only known Viking site in N.America suggesting that Norse exploration of the region wasn't a limited undertaking.","https://en.wikipedia.org/wiki/Norsemen"
"233","toro","Toro","This pole saw attachment can be used with Ryobi, Toro, Weed Eater, Troy Bilt, Murray, Poulan Pro and other universal brand fit power heads and trimmers.","https://en.wikipedia.org/wiki/Toro_(company)"
"234","kayser","Kayser","The corneal copper measured showed no correlation with the slit-lamp appearance of the Kayser-Fleischer ring.","https://en.wikipedia.org/wiki/Kayser–Fleischer_ring"
"235","csis","CSIS","Anonymous releases hacked CSIS document after members death, threaten to leak stunning secrets","https://en.wikipedia.org/wiki/Canadian_Security_Intelligence_Service"
"236","attack","Attack","Seven hours after the attack on Pearl Harbor started, the Japanese cabinet, with the Emperor present, voted to declare war on the United States & the British Empire (Great Britain, Australia, New Zealand, Canada, & South Africa).","https://en.wikipedia.org/wiki/Offensive_(military)"
"237","foster","Foster","Why is Foster's Home for Imaginary Friends cartoon forgotten?","https://en.wikipedia.org/wiki/Foster's_Home_for_Imaginary_Friends"
"238","artesian","Artesian","One 5 micron Artesian remineralization and coconut shell granular activated carbon water filter.","https://en.wikipedia.org/wiki/Artesian_aquifer"
"239","modo","Modo","I  imported the MODO setting data into <","https://en.wikipedia.org/wiki/Modo_(software)"
"240","harry","Harry","Insurgents posing as US troops attacked an air base in Afghanistan - they killed two US Marines and destroyed six Harrier jets, but failed to kill Prince Harry","https://en.wikipedia.org/wiki/Prince_Harry"
"241","panel","Panel","I want to replace a Panel component with an ElPanel from a 3rd party package.","https://en.wikipedia.org/wiki/Panel_(computer_software)"
"242","pct","PCT","<p>for some reason the below code is outputting the correct ticker in the location of LPrice for all items, but only outputting the correct data for the second data element for PCT and PNL.","https://en.wikipedia.org/wiki/Private_Communications_Technology"
"243","pipeline","Pipeline","<p>My Powershell code works correctly (even when copying it from Pipeline.","https://en.wikipedia.org/wiki/Pipeline_(computing)"
"244","wallis","Wallis","Clean up your busy entryway with the Wallis entryway storage bench.","https://en.wikipedia.org/wiki/Wallis_(retailer)"
"245","lucky","Lucky","The reception staff were struggling a bit and our check in was done wrong (only came to like when we tried to charge a meal to the room in Il Pescatore - lucky it did as someone else could have been given a key to our room)",""
"246","eon","Eon","We are also revealed that Young-eon has been hearing the ghost  the whole time as well as the teacher and Young-eon wanted the teacher dead to rid of Hyo-Jung's voice.",""
"247","the past","The Past","For the past 6-8 years we have just been living as parents.","https://en.wikipedia.org/wiki/Past"
"248","allende","Allende","Allende died during the 1973 coup that brought Pinochet to power.","https://en.wikipedia.org/wiki/Salvador_Allende"
"249","stack","Stack","Stack items in your ship inventory Photo by Taylor Martin",""
"250","reliance","Reliance","If you want more regular stuff, stores like Sabka Bazaar and Reliance Fresh stores accept all the cards.","https://en.wikipedia.org/wiki/Reliance_Fresh"
